Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,
15441,12-02-2024 08:00,02-11-2024 18:00,12-02-2024 14:58,Thane,353,ASSAULT,12,F,Other,Violent Crime,9,Yes,17-04-2024 08:00,65
15442,12-02-2024 10:00,02-12-2024 09:00,12-02-2024 15:15,Surat,196,FIREARM OFFENSE,40,M,None,Fire Accident,11,Yes,23-02-2024 10:00,11
15443,12-02-2024 10:00,02-09-2024 15:00,09-02-2024 20:12,Meerut,235,EXTORTION,68,F,Explosives,Other Crime,10,Yes,17-03-2024 10:00,34
15444,12-02-2024 11:00,02-09-2024 22:00,10-02-2024 20:44,Ahmedabad,403,HOMICIDE,65,F,Firearm,Other Crime,12,Yes,01-09-2025 11:00,567
15445,12-02-2024 12:00,02-11-2024 21:00,12-02-2024 03:28,Delhi,485,COUNTERFEITING,29,F,Knife,Other Crime,6,Yes,16-03-2024 12:00,33
15446,12-02-2024 13:00,02-10-2024 14:00,11-02-2024 07:35,Varanasi,457,CYBERCRIME,51,F,Explosives,Other Crime,14,Yes,08-05-2024 13:00,86
15447,12-02-2024 13:00,02-12-2024 02:00,12-02-2024 08:33,Bangalore,330,FIREARM OFFENSE,68,F,Knife,Fire Accident,19,No,,
15448,12-02-2024 13:00,02-10-2024 03:00,10-02-2024 15:39,Mumbai,545,DRUG OFFENSE,68,F,Blunt Object,Other Crime,2,No,,
15449,12-02-2024 14:00,02-10-2024 18:00,10-02-2024 20:46,Indore,114,DRUG OFFENSE,67,F,Firearm,Other Crime,13,Yes,22-02-2024 14:00,10
15450,12-02-2024 14:00,02-11-2024 12:00,12-02-2024 00:02,Agra,149,FRAUD,79,M,Explosives,Other Crime,14,Yes,12-03-2024 14:00,29
15451,12-02-2024 18:00,02-11-2024 04:00,11-02-2024 21:18,Meerut,288,BURGLARY,27,F,Poison,Other Crime,9,No,,
15452,12-02-2024 19:00,02-10-2024 20:00,11-02-2024 19:07,Pune,572,BURGLARY,55,F,Firearm,Other Crime,3,No,,
15453,12-02-2024 20:00,02-10-2024 13:00,11-02-2024 06:51,Ghaziabad,159,PUBLIC INTOXICATION,73,F,Firearm,Other Crime,7,No,,
15454,12-02-2024 23:00,02-10-2024 07:00,10-02-2024 10:05,Pune,560,CYBERCRIME,67,F,Explosives,Other Crime,8,Yes,07-03-2024 23:00,24
15455,12-02-2024 23:00,02-12-2024 00:00,12-02-2024 02:54,Kolkata,261,EXTORTION,32,M,Other,Other Crime,6,Yes,04-03-2024 23:00,21
15456,13-02-2024 06:00,02-11-2024 16:00,11-02-2024 22:02,Bangalore,486,EXTORTION,37,F,Explosives,Other Crime,13,No,,
15457,13-02-2024 07:00,02-12-2024 01:00,12-02-2024 22:31,Pune,252,PUBLIC INTOXICATION,29,F,Poison,Other Crime,11,Yes,25-02-2024 07:00,12
15458,13-02-2024 08:00,02-11-2024 20:00,12-02-2024 13:30,Patna,251,CYBERCRIME,49,F,Knife,Other Crime,5,Yes,09-03-2024 08:00,25
15459,13-02-2024 08:00,02-13-2024 04:00,14-02-2024 03:12,Agra,166,ILLEGAL POSSESSION,30,M,Firearm,Other Crime,2,No,,
15460,13-02-2024 09:00,02-10-2024 19:00,10-02-2024 21:32,Pune,598,BURGLARY,16,M,None,Other Crime,18,Yes,26-05-2024 09:00,103
15461,13-02-2024 11:00,02-12-2024 04:00,12-02-2024 13:49,Delhi,262,TRAFFIC VIOLATION,61,F,Poison,Traffic Fatality,15,No,,
15462,13-02-2024 15:00,02-10-2024 23:00,11-02-2024 05:30,Mumbai,196,DRUG OFFENSE,57,M,Other,Other Crime,10,Yes,28-02-2024 15:00,15
15463,13-02-2024 17:00,02-13-2024 16:00,14-02-2024 06:41,Pune,280,VANDALISM,47,F,Poison,Other Crime,19,Yes,03-04-2024 17:00,50
15464,13-02-2024 18:00,02-13-2024 14:00,14-02-2024 07:55,Faridabad,154,VANDALISM,28,F,Firearm,Other Crime,11,Yes,10-04-2024 18:00,57
15465,13-02-2024 19:00,02-12-2024 19:00,13-02-2024 01:14,Bhopal,376,FIREARM OFFENSE,45,F,Poison,Fire Accident,17,No,,
15466,13-02-2024 22:00,02-11-2024 22:00,12-02-2024 17:00,Bangalore,451,VANDALISM,38,M,Poison,Other Crime,7,Yes,09-04-2024 22:00,56
15467,14-02-2024 00:00,02-12-2024 06:00,12-02-2024 17:03,Delhi,283,PUBLIC INTOXICATION,52,F,Knife,Other Crime,1,Yes,26-02-2024 00:00,12
15468,14-02-2024 02:00,02-12-2024 05:00,13-02-2024 00:02,Bangalore,512,ILLEGAL POSSESSION,40,M,Knife,Other Crime,16,Yes,25-03-2024 02:00,40
15469,14-02-2024 07:00,02-13-2024 20:00,14-02-2024 12:44,Jaipur,164,COUNTERFEITING,44,F,Blunt Object,Other Crime,12,No,,
15470,14-02-2024 07:00,02-13-2024 18:00,14-02-2024 09:27,Indore,324,EXTORTION,18,F,Other,Other Crime,16,Yes,21-04-2024 07:00,67
15471,14-02-2024 08:00,02-13-2024 21:00,13-02-2024 21:19,Bhopal,358,SEXUAL ASSAULT,47,M,Blunt Object,Violent Crime,10,Yes,21-03-2025 08:00,401
15472,14-02-2024 09:00,02-12-2024 16:00,13-02-2024 15:08,Ludhiana,259,COUNTERFEITING,67,M,Poison,Other Crime,12,No,,
15473,14-02-2024 13:00,02-12-2024 10:00,12-02-2024 11:14,Delhi,147,EXTORTION,73,F,Firearm,Other Crime,8,No,,
15474,14-02-2024 14:00,02-13-2024 12:00,13-02-2024 20:09,Bhopal,136,TRAFFIC VIOLATION,44,M,Other,Traffic Fatality,7,Yes,07-03-2024 14:00,22
15475,14-02-2024 15:00,02-13-2024 19:00,13-02-2024 23:27,Kolkata,180,ROBBERY,59,M,Knife,Violent Crime,19,Yes,23-03-2024 15:00,38
15476,14-02-2024 17:00,02-13-2024 22:00,14-02-2024 21:16,Bangalore,297,EXTORTION,30,F,Poison,Other Crime,5,No,,
15477,14-02-2024 18:00,02-12-2024 21:00,13-02-2024 15:19,Delhi,578,TRAFFIC VIOLATION,12,F,Other,Traffic Fatality,12,No,,
15478,14-02-2024 21:00,02-12-2024 03:00,12-02-2024 05:14,Bangalore,259,FIREARM OFFENSE,15,M,Poison,Fire Accident,8,Yes,23-02-2024 21:00,9
15479,14-02-2024 23:00,02-12-2024 18:00,13-02-2024 10:00,Mumbai,262,FIREARM OFFENSE,40,F,None,Fire Accident,12,No,,
15480,14-02-2024 23:00,02-14-2024 15:00,15-02-2024 07:33,Delhi,434,SHOPLIFTING,66,M,Firearm,Other Crime,7,No,,
15481,15-02-2024 01:00,02-12-2024 07:00,13-02-2024 03:32,Hyderabad,172,SHOPLIFTING,58,F,Poison,Other Crime,1,Yes,18-03-2024 01:00,32
15482,15-02-2024 04:00,02-12-2024 11:00,13-02-2024 07:23,Bangalore,396,ARSON,60,F,Poison,Fire Accident,16,No,,
15483,15-02-2024 05:00,02-13-2024 23:00,14-02-2024 10:19,Bhopal,490,PUBLIC INTOXICATION,39,F,Other,Other Crime,16,No,,
15484,15-02-2024 05:00,02-12-2024 12:00,12-02-2024 13:23,Nagpur,537,HOMICIDE,35,M,Knife,Other Crime,1,No,,
15485,15-02-2024 11:00,02-13-2024 13:00,14-02-2024 08:53,Delhi,201,VEHICLE - STOLEN,22,F,Blunt Object,Violent Crime,5,Yes,25-03-2024 11:00,39
15486,15-02-2024 11:00,02-14-2024 11:00,14-02-2024 17:20,Jaipur,445,KIDNAPPING,32,M,Poison,Other Crime,14,Yes,11-03-2024 11:00,25
15487,15-02-2024 12:00,02-15-2024 04:00,15-02-2024 06:58,Lucknow,567,SHOPLIFTING,68,F,Blunt Object,Other Crime,10,Yes,16-04-2024 12:00,61
15488,15-02-2024 14:00,02-14-2024 01:00,14-02-2024 05:11,Lucknow,165,ILLEGAL POSSESSION,41,F,Explosives,Other Crime,18,Yes,05-04-2024 14:00,50
15489,15-02-2024 14:00,02-14-2024 02:00,14-02-2024 09:40,Chennai,316,ASSAULT,39,F,None,Violent Crime,8,Yes,26-04-2024 14:00,71
15490,15-02-2024 15:00,02-13-2024 08:00,14-02-2024 00:42,Kolkata,396,FIREARM OFFENSE,18,F,Firearm,Fire Accident,11,Yes,08-04-2024 15:00,53
15491,15-02-2024 15:00,02-13-2024 15:00,13-02-2024 15:05,Kolkata,531,ROBBERY,29,M,Poison,Violent Crime,5,Yes,21-06-2024 15:00,127
15492,15-02-2024 15:00,02-14-2024 14:00,14-02-2024 18:51,Pune,261,VANDALISM,31,M,None,Other Crime,19,Yes,01-04-2024 15:00,46
15493,15-02-2024 16:00,02-14-2024 17:00,15-02-2024 07:18,Srinagar,264,KIDNAPPING,50,F,Poison,Other Crime,13,No,,
15494,15-02-2024 16:00,02-12-2024 20:00,13-02-2024 14:00,Hyderabad,555,PUBLIC INTOXICATION,65,M,Poison,Other Crime,1,No,,
15495,15-02-2024 16:00,02-13-2024 01:00,13-02-2024 21:25,Bangalore,360,COUNTERFEITING,20,F,Firearm,Other Crime,14,No,,
15496,15-02-2024 16:00,02-15-2024 11:00,15-02-2024 23:49,Pune,532,VEHICLE - STOLEN,76,M,Blunt Object,Violent Crime,3,No,,
15497,15-02-2024 16:00,02-13-2024 07:00,14-02-2024 02:36,Mumbai,106,IDENTITY THEFT,11,F,Poison,Violent Crime,16,No,,
15498,15-02-2024 20:00,02-15-2024 02:00,15-02-2024 05:29,Kalyan,398,ROBBERY,41,F,Blunt Object,Violent Crime,4,Yes,24-07-2024 20:00,160
15499,15-02-2024 20:00,02-15-2024 12:00,16-02-2024 09:41,Lucknow,274,ROBBERY,55,F,Explosives,Violent Crime,2,No,,
15500,15-02-2024 20:00,02-15-2024 00:00,15-02-2024 14:07,Mumbai,431,BURGLARY,77,M,Poison,Other Crime,4,No,,
15501,16-02-2024 01:00,02-13-2024 02:00,13-02-2024 16:46,Kolkata,291,ROBBERY,34,F,None,Violent Crime,12,No,,
15502,16-02-2024 01:00,02-14-2024 04:00,14-02-2024 14:52,Delhi,521,FRAUD,39,F,None,Other Crime,3,Yes,28-02-2024 01:00,12
15503,16-02-2024 06:00,02-15-2024 14:00,16-02-2024 07:15,Kolkata,203,ASSAULT,26,F,Other,Violent Crime,17,No,,
15504,16-02-2024 10:00,02-16-2024 01:00,16-02-2024 21:12,Faridabad,161,TRAFFIC VIOLATION,18,F,Poison,Traffic Fatality,5,No,,
15505,16-02-2024 18:00,02-16-2024 03:00,16-02-2024 03:17,Jaipur,197,ROBBERY,61,F,Other,Violent Crime,3,No,,
15506,16-02-2024 19:00,02-15-2024 23:00,16-02-2024 07:27,Delhi,278,KIDNAPPING,36,F,Explosives,Other Crime,5,Yes,26-04-2024 19:00,70
15507,16-02-2024 22:00,02-14-2024 13:00,15-02-2024 03:48,Ahmedabad,471,DOMESTIC VIOLENCE,71,F,Explosives,Violent Crime,7,No,,
15508,16-02-2024 23:00,02-15-2024 06:00,15-02-2024 12:21,Delhi,244,EXTORTION,41,F,Other,Other Crime,13,No,,
15509,16-02-2024 23:00,02-16-2024 21:00,17-02-2024 10:31,Jaipur,194,FIREARM OFFENSE,25,F,Other,Fire Accident,13,Yes,12-03-2024 23:00,25
15510,17-02-2024 01:00,02-16-2024 00:00,16-02-2024 01:02,Mumbai,142,BURGLARY,27,F,Firearm,Other Crime,10,No,,
15511,17-02-2024 02:00,02-14-2024 20:00,15-02-2024 05:32,Kolkata,495,KIDNAPPING,63,M,Knife,Other Crime,18,Yes,17-03-2024 02:00,29
15512,17-02-2024 03:00,02-16-2024 17:00,17-02-2024 06:58,Thane,539,FRAUD,17,F,Explosives,Other Crime,15,Yes,04-03-2024 03:00,16
15513,17-02-2024 04:00,02-16-2024 15:00,17-02-2024 02:09,Mumbai,522,FRAUD,13,F,Explosives,Other Crime,12,No,,
15514,17-02-2024 04:00,02-16-2024 10:00,17-02-2024 00:38,Surat,462,SEXUAL ASSAULT,22,M,None,Violent Crime,9,No,,
15515,17-02-2024 04:00,02-16-2024 04:00,16-02-2024 08:11,Bangalore,452,ROBBERY,20,F,Explosives,Violent Crime,6,No,,
15516,17-02-2024 06:00,02-15-2024 18:00,16-02-2024 07:16,Agra,127,KIDNAPPING,61,F,Explosives,Other Crime,4,No,,
15517,17-02-2024 08:00,02-15-2024 05:00,16-02-2024 01:39,Kolkata,200,COUNTERFEITING,76,F,None,Other Crime,18,Yes,23-04-2024 08:00,66
15518,17-02-2024 14:00,02-16-2024 08:00,16-02-2024 11:02,Mumbai,594,VANDALISM,20,F,Other,Other Crime,1,No,,
15519,17-02-2024 17:00,02-14-2024 22:00,15-02-2024 19:01,Jaipur,324,VANDALISM,48,F,Blunt Object,Other Crime,5,No,,
15520,17-02-2024 22:00,02-17-2024 13:00,17-02-2024 14:49,Bangalore,170,EXTORTION,71,M,Blunt Object,Other Crime,11,No,,
15521,18-02-2024 00:00,02-15-2024 07:00,15-02-2024 16:41,Ahmedabad,333,VEHICLE - STOLEN,11,F,Poison,Violent Crime,5,No,,
15522,18-02-2024 04:00,02-17-2024 19:00,18-02-2024 16:19,Lucknow,145,FIREARM OFFENSE,60,M,None,Fire Accident,4,Yes,23-04-2024 04:00,65
15523,18-02-2024 05:00,02-16-2024 06:00,16-02-2024 18:03,Chennai,596,PUBLIC INTOXICATION,35,F,Blunt Object,Other Crime,2,Yes,06-03-2024 05:00,17
15524,18-02-2024 06:00,02-17-2024 08:00,17-02-2024 22:03,Chennai,258,VEHICLE - STOLEN,61,M,Poison,Violent Crime,4,No,,
15525,18-02-2024 08:00,02-15-2024 09:00,15-02-2024 13:25,Chennai,441,EXTORTION,29,M,Firearm,Other Crime,17,Yes,29-03-2024 08:00,40
15526,18-02-2024 08:00,02-17-2024 15:00,18-02-2024 09:26,Nagpur,284,SEXUAL ASSAULT,10,F,Explosives,Violent Crime,2,No,,
15527,18-02-2024 09:00,02-15-2024 13:00,16-02-2024 02:01,Bangalore,306,SEXUAL ASSAULT,11,F,Blunt Object,Violent Crime,16,No,,
15528,18-02-2024 09:00,02-16-2024 05:00,16-02-2024 23:54,Delhi,462,COUNTERFEITING,12,M,Explosives,Other Crime,14,Yes,22-04-2024 09:00,64
15529,18-02-2024 09:00,02-17-2024 01:00,17-02-2024 07:10,Bangalore,248,ROBBERY,39,F,Explosives,Violent Crime,7,No,,
15530,18-02-2024 11:00,02-16-2024 20:00,17-02-2024 17:51,Delhi,488,FRAUD,20,F,Firearm,Other Crime,16,Yes,12-03-2024 11:00,23
15531,18-02-2024 11:00,02-15-2024 20:00,16-02-2024 03:35,Pune,257,BURGLARY,25,F,Poison,Other Crime,3,No,,
15532,18-02-2024 13:00,02-16-2024 19:00,17-02-2024 11:36,Faridabad,113,ROBBERY,16,F,None,Violent Crime,17,No,,
15533,18-02-2024 15:00,02-17-2024 05:00,17-02-2024 11:42,Ahmedabad,353,DOMESTIC VIOLENCE,56,F,Other,Violent Crime,3,Yes,04-03-2024 15:00,15
15534,18-02-2024 17:00,02-17-2024 22:00,18-02-2024 06:43,Delhi,199,IDENTITY THEFT,42,F,Knife,Violent Crime,18,No,,
15535,18-02-2024 18:00,02-18-2024 07:00,19-02-2024 05:50,Nagpur,259,KIDNAPPING,56,F,Poison,Other Crime,14,No,,
15536,18-02-2024 19:00,02-17-2024 21:00,18-02-2024 16:32,Delhi,377,PUBLIC INTOXICATION,78,F,Firearm,Other Crime,10,Yes,01-03-2024 19:00,12
15537,18-02-2024 23:00,02-18-2024 11:00,18-02-2024 13:21,Mumbai,370,SEXUAL ASSAULT,22,F,Blunt Object,Violent Crime,8,Yes,15-12-2025 23:00,666
15538,19-02-2024 02:00,02-18-2024 17:00,19-02-2024 10:50,Hyderabad,271,EXTORTION,54,F,Other,Other Crime,7,Yes,11-03-2024 02:00,21
15539,19-02-2024 02:00,02-17-2024 10:00,17-02-2024 15:24,Faridabad,499,KIDNAPPING,71,F,Blunt Object,Other Crime,1,Yes,27-02-2024 02:00,8
15540,19-02-2024 04:00,02-16-2024 12:00,17-02-2024 03:42,Kalyan,514,FRAUD,27,F,Poison,Other Crime,17,No,,
15541,19-02-2024 06:00,02-17-2024 02:00,17-02-2024 07:41,Lucknow,407,HOMICIDE,73,M,Other,Other Crime,5,No,,
15542,19-02-2024 08:00,02-17-2024 20:00,18-02-2024 01:03,Varanasi,208,VANDALISM,75,M,Blunt Object,Other Crime,1,Yes,13-03-2024 08:00,23
15543,19-02-2024 09:00,02-17-2024 03:00,17-02-2024 03:59,Delhi,476,HOMICIDE,21,F,Blunt Object,Other Crime,12,Yes,14-05-2025 09:00,450
15544,19-02-2024 13:00,02-19-2024 11:00,20-02-2024 01:50,Chennai,235,FIREARM OFFENSE,47,F,Knife,Fire Accident,2,No,,
15545,19-02-2024 14:00,02-17-2024 14:00,17-02-2024 17:26,Faridabad,556,ILLEGAL POSSESSION,25,F,None,Other Crime,3,Yes,13-04-2024 14:00,54
15546,19-02-2024 16:00,02-17-2024 11:00,18-02-2024 07:14,Ahmedabad,548,SHOPLIFTING,50,F,Explosives,Other Crime,13,Yes,01-05-2024 16:00,72
15547,19-02-2024 16:00,02-19-2024 07:00,19-02-2024 12:07,Mumbai,493,DRUG OFFENSE,67,F,Knife,Other Crime,11,Yes,31-03-2024 16:00,41
15548,19-02-2024 17:00,02-19-2024 04:00,19-02-2024 11:17,Meerut,332,IDENTITY THEFT,32,F,Blunt Object,Violent Crime,1,No,,
15549,19-02-2024 21:00,02-17-2024 00:00,17-02-2024 23:05,Bangalore,492,BURGLARY,78,F,Poison,Other Crime,4,No,,
15550,19-02-2024 21:00,02-19-2024 05:00,19-02-2024 19:50,Jaipur,234,KIDNAPPING,75,F,Firearm,Other Crime,18,Yes,16-03-2024 21:00,26
15551,20-02-2024 00:00,02-19-2024 06:00,20-02-2024 01:02,Mumbai,114,FRAUD,68,F,None,Other Crime,7,No,,
15552,20-02-2024 01:00,02-19-2024 20:00,20-02-2024 13:43,Chennai,574,CYBERCRIME,12,M,Explosives,Other Crime,7,Yes,28-02-2024 01:00,8
15553,20-02-2024 03:00,02-18-2024 18:00,19-02-2024 14:39,Delhi,305,HOMICIDE,28,F,Poison,Other Crime,11,Yes,06-11-2025 03:00,625
15554,20-02-2024 08:00,02-19-2024 21:00,20-02-2024 14:49,Nagpur,181,COUNTERFEITING,77,F,Explosives,Other Crime,19,Yes,28-02-2024 08:00,8
15555,20-02-2024 11:00,02-19-2024 12:00,19-02-2024 12:52,Indore,375,CYBERCRIME,36,M,Explosives,Other Crime,13,No,,
15556,20-02-2024 12:00,02-19-2024 10:00,20-02-2024 00:59,Bangalore,473,BURGLARY,30,M,Explosives,Other Crime,11,No,,
15557,20-02-2024 12:00,02-20-2024 09:00,21-02-2024 02:59,Mumbai,347,CYBERCRIME,54,F,Explosives,Other Crime,10,No,,
15558,20-02-2024 12:00,02-20-2024 06:00,21-02-2024 01:46,Bangalore,405,ROBBERY,67,F,None,Violent Crime,15,Yes,28-07-2024 12:00,159
15559,20-02-2024 15:00,02-17-2024 23:00,17-02-2024 23:47,Mumbai,143,DRUG OFFENSE,45,M,Explosives,Other Crime,1,No,,
15560,20-02-2024 17:00,02-18-2024 16:00,18-02-2024 19:56,Nagpur,537,COUNTERFEITING,23,F,Other,Other Crime,14,No,,
15561,20-02-2024 17:00,02-18-2024 15:00,18-02-2024 23:20,Surat,105,CYBERCRIME,25,M,Poison,Other Crime,13,No,,
15562,20-02-2024 17:00,02-18-2024 00:00,18-02-2024 04:02,Ahmedabad,385,IDENTITY THEFT,39,F,Other,Violent Crime,16,Yes,02-05-2024 17:00,72
15563,20-02-2024 19:00,02-18-2024 03:00,19-02-2024 01:43,Chennai,390,ROBBERY,26,F,Blunt Object,Violent Crime,6,Yes,06-06-2024 19:00,107
15564,20-02-2024 19:00,02-19-2024 01:00,19-02-2024 17:46,Jaipur,150,FRAUD,34,F,None,Other Crime,6,Yes,09-04-2024 19:00,49
15565,20-02-2024 20:00,02-19-2024 00:00,19-02-2024 09:07,Ahmedabad,487,ASSAULT,68,F,None,Violent Crime,3,Yes,20-04-2024 20:00,60
15566,20-02-2024 20:00,02-20-2024 10:00,21-02-2024 00:51,Chennai,448,FIREARM OFFENSE,10,F,Knife,Fire Accident,9,Yes,25-03-2024 20:00,34
15567,21-02-2024 01:00,02-20-2024 19:00,21-02-2024 04:49,Meerut,451,ARSON,15,F,Poison,Fire Accident,9,No,,
15568,21-02-2024 02:00,02-18-2024 06:00,19-02-2024 03:31,Delhi,160,VEHICLE - STOLEN,27,F,Explosives,Violent Crime,15,No,,
15569,21-02-2024 02:00,02-18-2024 19:00,19-02-2024 18:48,Ahmedabad,211,HOMICIDE,34,M,Firearm,Other Crime,2,No,,
15570,21-02-2024 04:00,02-21-2024 03:00,21-02-2024 03:52,Bangalore,275,ARSON,54,M,Blunt Object,Fire Accident,14,Yes,18-05-2024 04:00,87
15571,21-02-2024 05:00,02-20-2024 23:00,21-02-2024 07:27,Hyderabad,502,COUNTERFEITING,47,M,Knife,Other Crime,9,No,,
15572,21-02-2024 06:00,02-20-2024 02:00,20-02-2024 14:21,Ghaziabad,410,VANDALISM,66,F,Firearm,Other Crime,1,Yes,29-04-2024 06:00,68
15573,21-02-2024 08:00,02-18-2024 10:00,18-02-2024 16:05,Kolkata,311,CYBERCRIME,29,M,Other,Other Crime,16,Yes,14-05-2024 08:00,83
15574,21-02-2024 10:00,02-21-2024 09:00,22-02-2024 05:46,Mumbai,310,SHOPLIFTING,55,F,Poison,Other Crime,14,Yes,09-03-2024 10:00,17
15575,21-02-2024 13:00,02-19-2024 15:00,20-02-2024 13:41,Visakhapatnam,525,ASSAULT,12,F,Other,Violent Crime,6,Yes,15-03-2024 13:00,23
15576,21-02-2024 16:00,02-21-2024 02:00,21-02-2024 03:30,Kanpur,241,COUNTERFEITING,73,M,Other,Other Crime,14,No,,
15577,21-02-2024 19:00,02-18-2024 22:00,19-02-2024 14:22,Visakhapatnam,217,CYBERCRIME,35,F,Firearm,Other Crime,16,No,,
15578,21-02-2024 20:00,02-19-2024 17:00,20-02-2024 08:50,Bangalore,402,HOMICIDE,73,M,Poison,Other Crime,13,No,,
15579,21-02-2024 20:00,02-18-2024 23:00,19-02-2024 06:33,Bangalore,469,IDENTITY THEFT,16,F,Poison,Violent Crime,4,Yes,26-04-2024 20:00,65
15580,22-02-2024 00:00,02-21-2024 14:00,22-02-2024 02:42,Mumbai,246,FRAUD,29,F,Firearm,Other Crime,3,No,,
15581,22-02-2024 00:00,02-21-2024 17:00,22-02-2024 06:51,Bangalore,509,IDENTITY THEFT,12,F,Firearm,Violent Crime,1,No,,
15582,22-02-2024 02:00,02-19-2024 22:00,19-02-2024 23:48,Ahmedabad,512,CYBERCRIME,63,F,Explosives,Other Crime,19,No,,
15583,22-02-2024 08:00,02-20-2024 15:00,21-02-2024 10:23,Ahmedabad,122,ASSAULT,52,F,None,Violent Crime,15,No,,
15584,22-02-2024 08:00,02-20-2024 04:00,20-02-2024 11:46,Bhopal,207,CYBERCRIME,33,F,Knife,Other Crime,17,No,,
15585,22-02-2024 09:00,02-20-2024 13:00,20-02-2024 17:22,Kolkata,559,PUBLIC INTOXICATION,38,F,None,Other Crime,13,Yes,10-03-2024 09:00,17
15586,22-02-2024 10:00,02-22-2024 02:00,22-02-2024 20:02,Kanpur,383,ILLEGAL POSSESSION,72,F,Firearm,Other Crime,8,No,,
15587,22-02-2024 12:00,02-21-2024 21:00,22-02-2024 16:22,Surat,177,ARSON,59,F,Poison,Fire Accident,11,No,,
15588,22-02-2024 12:00,02-20-2024 07:00,20-02-2024 12:24,Chennai,569,PUBLIC INTOXICATION,42,F,Poison,Other Crime,18,Yes,01-03-2024 12:00,8
15589,22-02-2024 12:00,02-20-2024 12:00,20-02-2024 15:00,Thane,383,COUNTERFEITING,19,F,Firearm,Other Crime,13,Yes,03-05-2024 12:00,71
15590,22-02-2024 13:00,02-21-2024 22:00,22-02-2024 12:14,Delhi,458,DOMESTIC VIOLENCE,46,F,Poison,Violent Crime,17,Yes,17-05-2024 13:00,85
15591,22-02-2024 14:00,02-20-2024 05:00,21-02-2024 03:29,Ahmedabad,285,VANDALISM,51,F,Knife,Other Crime,17,Yes,25-04-2024 14:00,63
15592,22-02-2024 16:00,02-21-2024 04:00,21-02-2024 14:54,Bangalore,540,PUBLIC INTOXICATION,77,F,Poison,Other Crime,19,Yes,05-03-2024 16:00,12
15593,22-02-2024 18:00,02-20-2024 16:00,21-02-2024 12:48,Ahmedabad,506,IDENTITY THEFT,21,M,Poison,Violent Crime,9,Yes,20-05-2024 18:00,88
15594,22-02-2024 20:00,02-22-2024 04:00,22-02-2024 23:30,Nagpur,269,VEHICLE - STOLEN,79,F,None,Violent Crime,13,Yes,27-03-2024 20:00,34
15595,22-02-2024 21:00,02-20-2024 22:00,21-02-2024 16:56,Jaipur,548,EXTORTION,43,M,Explosives,Other Crime,13,No,,
15596,22-02-2024 22:00,02-22-2024 11:00,23-02-2024 10:21,Hyderabad,229,FRAUD,28,F,Other,Other Crime,19,Yes,13-04-2024 22:00,51
15597,23-02-2024 00:00,02-21-2024 19:00,21-02-2024 19:34,Surat,577,COUNTERFEITING,67,F,Poison,Other Crime,3,No,,
15598,23-02-2024 01:00,02-20-2024 14:00,21-02-2024 00:44,Jaipur,284,IDENTITY THEFT,78,F,Explosives,Violent Crime,7,Yes,21-03-2024 01:00,27
15599,23-02-2024 02:00,02-20-2024 17:00,20-02-2024 21:53,Thane,327,KIDNAPPING,36,M,Knife,Other Crime,13,No,,
15600,23-02-2024 03:00,02-22-2024 07:00,22-02-2024 16:38,Bangalore,339,HOMICIDE,31,F,Firearm,Other Crime,12,Yes,09-10-2025 03:00,594
15601,23-02-2024 04:00,02-21-2024 20:00,22-02-2024 06:48,Delhi,249,CYBERCRIME,71,M,Poison,Other Crime,17,Yes,18-04-2024 04:00,55
15602,23-02-2024 05:00,02-22-2024 17:00,23-02-2024 15:32,Kolkata,339,PUBLIC INTOXICATION,46,F,Knife,Other Crime,7,Yes,19-03-2024 05:00,25
15603,23-02-2024 06:00,02-21-2024 00:00,21-02-2024 18:39,Thane,577,CYBERCRIME,21,F,None,Other Crime,17,Yes,12-05-2024 06:00,79
15604,23-02-2024 10:00,02-21-2024 08:00,21-02-2024 19:43,Pune,249,SHOPLIFTING,40,F,Explosives,Other Crime,1,No,,
15605,23-02-2024 11:00,02-23-2024 07:00,23-02-2024 11:42,Mumbai,390,IDENTITY THEFT,20,F,Firearm,Violent Crime,15,No,,
15606,23-02-2024 13:00,02-20-2024 20:00,21-02-2024 01:25,Lucknow,279,HOMICIDE,16,F,Poison,Other Crime,8,Yes,17-07-2025 13:00,510
15607,23-02-2024 14:00,02-22-2024 01:00,22-02-2024 08:17,Jaipur,391,PUBLIC INTOXICATION,40,F,Blunt Object,Other Crime,8,No,,
15608,23-02-2024 14:00,02-22-2024 16:00,23-02-2024 08:47,Pune,444,COUNTERFEITING,33,F,Poison,Other Crime,9,No,,
15609,23-02-2024 14:00,02-22-2024 12:00,22-02-2024 12:15,Mumbai,293,ASSAULT,19,F,Explosives,Violent Crime,16,Yes,24-03-2024 14:00,30
15610,23-02-2024 14:00,02-21-2024 13:00,22-02-2024 12:51,Delhi,420,ROBBERY,14,F,Explosives,Violent Crime,2,No,,
15611,23-02-2024 15:00,02-23-2024 08:00,23-02-2024 09:49,Bangalore,110,VANDALISM,13,F,Poison,Other Crime,2,Yes,17-04-2024 15:00,54
15612,23-02-2024 17:00,02-23-2024 03:00,23-02-2024 06:02,Pune,248,EXTORTION,69,M,None,Other Crime,3,No,,
